"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00013755","1954-01-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X","   25",",,X","   -6",",,X","  -56",",,X"," 2200",",,X","  293","W,,X",,,"  231",",,X",,,,,,,,,,,,,,,,,"    1",",,X"
"USW00013755","1954-01-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  -33",",,X","  -67",",,X"," 0012",",,X","  293","W,,X",,,"  206",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-01-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  193",",,X","    0","T,,X","    0",",,X","   39",",,X","  -56",",,X"," 0342",",,X","  180","W,,X",,,"  123",",,X","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00013755","1954-01-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  155",",,X","    0",",,X","    0",",,X","   50",",,X","   11",",,X"," 1730",",,X","   45","W,,X",,,"   82",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-01-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  147",",,X","    0",",,X","    0",",,X","   94",",,X","   17",",,X"," 1306",",,X","  293","W,,X",,,"  154",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-01-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X","    0",",,X","   33",",,X","  -78",",,X"," 1306",",,X","  315","W,,X",,,"  190",",,X",,,,,,,,,,,,,,,,,"    1",",,X"
"USW00013755","1954-01-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   44",",,X"," -100",",,X"," 1554",",,X","  180","W,,X",,,"  103",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-01-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  132",",,X","    0",",,X","    0",",,X","   94",",,X","   22",",,X"," 0912",",,X","  203","W,,X",,,"   93",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-01-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  133",",,X","   78",",,X"," 2206",",,X","  180","W,,X",,,"  129",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-01-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   74",",,X","    0",",,X","    0",",,X","  194",",,X","   50",",,X"," 0336",",,X","  203","W,,X",,,"  123",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-01-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  401",",,X","   58",",,X","    0",",,X","   50",",,X","  -28",",,X"," 1054",",,X","  360","W,,X",,,"  200",",,X","    1",",,X",,,"    1",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X","    1",",,X"
"USW00013755","1954-01-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   61",",,X","   61",",,X","   51",",,X","    6",",,X","  -50",",,X"," 0242",",,X","   23","W,,X",,,"  175",",,X","    1",",,X",,,"    1",",,X",,,,,,,"    1",",,X","    1",",,X","    1",",,X"
"USW00013755","1954-01-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","  102",",,X","   33",",,X","  -28",",,X"," 0118",",,X","  338","W,,X",,,"  103",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1954-01-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    3",",,X","    0",",,X","   25",",,X","   44",",,X","   11",",,X"," 0612",",,X","  248","W,,X",,,"   62",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-01-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","   25",",,X","  100",",,X","   11",",,X"," 1442",",,X","  180","W,,X",,,"  113",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1954-01-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  200",",,X","   61",",,X"," 2354",",,X","  293","W,,X",,,"  211",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-01-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X","    0",",,X","   61",",,X","  -11",",,X"," 0530",",,X","  293","W,,X",,,"  272",",,X",,,,,,,,,,,,,,,,,"    1",",,X"
"USW00013755","1954-01-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   33",",,X","  -56",",,X"," 1554",",,X","  270","W,,X",,,"   72",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-01-30","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  117",",,X","    0",",,X"," 1348",",,X","  225","W,,X",,,"  144",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-01-31","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   33",",,X","  -50",",,X"," 1200",",,X","  293","W,,X",,,"  149",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   50",",,X","  -67",",,X"," 1948",",,X","  203","W,,X",,,"  139",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  144",",,X","   44",",,X"," 0118",",,X","  203","W,,X",,,"  129",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-02-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  139",",,X","   33",",,X"," 0554",",,X","  203","W,,X",,,"  118",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-02-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   56",",,X","   -6",",,X"," 1154",",,X","  293","W,,X",,,"  129",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1954-02-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   50",",,X","  -17",",,X"," 1318",",,X","  293","W,,X",,,"  180",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   78",",,X","    0",",,X"," 2112",",,X","  293","W,,X",,,"  113",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   44",",,X","  -39",",,X"," 0912",",,X","  293","W,,X",,,"  118",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   13",",,X","    0","T,,X","    0",",,X","   72",",,X","  -50",",,X"," 2112",",,X","  293","W,,X",,,"  113",",,X",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X"
"USW00013755","1954-02-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   78",",,X","    0",",,X"," 1148",",,X","  270","W,,X",,,"  231",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  133",",,X","  -28",",,X"," 1518",",,X","  180","W,,X",,,"  108",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  106",",,X","   17",",,X"," 2324",",,X","  293","W,,X",,,"  216",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1954-02-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   17",",,X","  -78",",,X"," 0312",",,X","  293","W,,X",,,"  216",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   11",",,X","  -89",",,X"," 1412",",,X","  158","W,,X",,,"   72",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  156",",,X","   11",",,X"," 1218",",,X","  203","W,,X",,,"  200",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","   83",",,X"," 1236",",,X","  225","W,,X",,,"  180",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  211",",,X","   83",",,X"," 1236",",,X","  203","W,,X",,,"  170",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-02-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   46",",,X","    0",",,X","    0",",,X","  161",",,X","   56",",,X"," 1654",",,X","  315","W,,X",,,"  216",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-02-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  144",",,X","   28",",,X"," 0442",",,X","  315","W,,X",,,"  123",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  111",",,X","    6",",,X"," 1124",",,X","   45","W,,X",,,"   82",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00013755","1954-02-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","    6",",,X"," 1954",",,X","  113","W,,X",,,"  108",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00013755","1954-02-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  394",",,X","    0",",,X","    0",",,X","  122",",,X","   94",",,X"," 1106",",,X","  158","W,,X",,,"  149",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-02-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  161",",,X","   56",",,X"," 1330",",,X","  293","W,,X",,,"  159",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-02-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   89",",,X","    6",",,X"," 1424",",,X","  248","W,,X",,,"  108",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  102",",,X","    0",",,X","    0",",,X","  117",",,X","   44",",,X"," 1748",",,X","  158","W,,X",,,"   98",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-02-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  139",",,X","   78",",,X"," 0554",",,X","  293","W,,X",,,"  159",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-02-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  178",",,X","   39",",,X"," 1636",",,X","  293","W,,X",,,"  185",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-02-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  117",",,X","  -11",",,X"," 0018",",,X","  293","W,,X",,,"  103",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-02-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   76",",,X","    0",",,X","    0",",,X","  150",",,X","   56",",,X"," 2212",",,X","  135","W,,X",,,"  154",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-03-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  254",",,X","    0",",,X","    0",",,X","  133",",,X","   44",",,X"," 1700",",,X","  248","W,,X",,,"  221",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-03-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  100",",,X","   17",",,X"," 0942",",,X","  270","W,,X",,,"   98",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  188",",,X","    0",",,X","    0",",,X","  122",",,X","    6",",,X"," 1518",",,X","  270","W,,X",,,"  180",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-03-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   33",",,X","  -22",",,X"," 1536",",,X","  293","W,,X",,,"  185",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   39",",,X","  -61",",,X"," 1230",",,X","  270","W,,X",,,"  170",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   61",",,X","  -50",",,X"," 1354",",,X","  293","W,,X",,,"  129",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  111",",,X","  -44",",,X"," 1324",",,X","  203","W,,X",,,"  123",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  111",",,X","   11",",,X"," 1148",",,X","  315","W,,X",,,"   93",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","   33",",,X"," 1630",",,X","  203","W,,X",,,"  118",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   61",",,X"," 1206",",,X","  270","W,,X",,,"  103",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    5",",,X","    0",",,X","    0",",,X","   61",",,X","   17",",,X"," 1154",",,X","   23","W,,X",,,"  113",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-03-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  109",",,X","    0",",,X","    0",",,X","   61",",,X","   17",",,X"," 1342",",,X","   68","W,,X",,,"  113",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-03-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    8",",,X","    0",",,X","    0",",,X","  100",",,X","   56",",,X"," 1400",",,X","  315","W,,X",,,"  129",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-03-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  203",",,X","    0",",,X","    0",",,X","  139",",,X","   22",",,X"," 1230",",,X","  315","W,,X",,,"  200",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-03-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   50",",,X","    6",",,X"," 1254",",,X","  293","W,,X",,,"  216",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   78",",,X","  -17",",,X"," 2106",",,X","  315","W,,X",,,"  180",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  111",",,X","    0",",,X"," 1336",",,X","  293","W,,X",,,"  164",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  106",",,X","   17",",,X"," 1118",",,X","  293","W,,X",,,"  118",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   46",",,X","    0",",,X","    0",",,X","  128",",,X","   28",",,X"," 2112",",,X","  180","W,,X",,,"  144",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-03-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   28",",,X","    0",",,X","    0",",,X","  183",",,X","   78",",,X"," 1148",",,X","  293","W,,X",,,"  180",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-03-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   78",",,X","   11",",,X"," 1700",",,X","  315","W,,X",,,"  221",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  100",",,X","  -17",",,X"," 1136",",,X","  293","W,,X",,,"  164",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  156",",,X","   50",",,X"," 0324",",,X","  248","W,,X",,,"  170",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-03-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  128",",,X","   33",",,X"," 1206",",,X","  158","W,,X",,,"   77",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1954-03-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   64",",,X","    0",",,X","    0",",,X","  161",",,X","   89",",,X"," 2000",",,X","  203","W,,X",,,"  195",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-03-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  228",",,X","  117",",,X"," 1200",",,X","  270","W,,X",,,"  149",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-03-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  117",",,X","   56",",,X"," 0200",",,X","  360","W,,X",,,"  108",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  133",",,X","   61",",,X"," 1048",",,X","   68","W,,X",,,"  108",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-03-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   78",",,X"," 1300",",,X","  203","W,,X",,,"  144",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00013755","1954-03-30","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   10",",,X","    0",",,X","    0",",,X","  217",",,X","   72",",,X"," 1654",",,X","   23","W,,X",,,"  164",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-03-31","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   53",",,X","    0",",,X","    0",",,X","   72",",,X","   39",",,X"," 2100",",,X","   45","W,,X",,,"  149",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-04-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   25",",,X","    0",",,X","    0",",,X","   78",",,X","   -6",",,X"," 1230",",,X","  315","W,,X",,,"  123",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-04-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  117",",,X","  -11",",,X"," 1718",",,X","  203","W,,X",,,"  154",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-04-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  156",",,X","   17",",,X"," 0324",",,X","  248","W,,X",,,"  180",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-04-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   15",",,X","    0","T,,X","    0",",,X","   50",",,X","  -17",",,X"," 1236",",,X","   90","W,,X",,,"  113",",,X",,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00013755","1954-04-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   36",",,X","    0",",,X","    0",",,X","   78",",,X","   28",",,X"," 0448",",,X","   23","W,,X",,,"   82",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-04-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   13",",,X","    0",",,X","    0",",,X","  194",",,X","   61",",,X"," 1800",",,X","  203","W,,X",,,"  159",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-04-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   25",",,X","    0",",,X","    0",",,X","  228",",,X","  128",",,X"," 0218",",,X","  270","W,,X",,,"  139",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-04-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  175",",,X","    0",",,X","    0",",,X","  250",",,X","  128",",,X"," 1536",",,X","  338","W,,X",,,"  129",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-04-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  128",",,X","   61",",,X"," 1206",",,X","   68","W,,X",,,"  164",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-04-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  133",",,X","   61",",,X"," 1024",",,X","   90","W,,X",,,"  139",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-04-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  194",",,X","  106",",,X"," 1354",",,X","  203","W,,X",,,"  134",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-04-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  183",",,X","   56",",,X"," 1148",",,X","  315","W,,X",,,"  211",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-04-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   28",",,X"," 1548",",,X","  248","W,,X",,,"  180",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-04-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  106",",,X"," 1500",",,X","  248","W,,X",,,"  185",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-04-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  233",",,X","  117",",,X"," 1654",",,X","   68","W,,X",,,"  154",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-04-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  193",",,X","    0",",,X","    0",",,X","  178",",,X","  117",",,X"," 2124",",,X","  203","W,,X",,,"  170",",,X","    1",",,X","    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1954-04-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  216",",,X","    0",",,X","    0",",,X","  161",",,X","   89",",,X"," 0136",",,X","  203","W,,X",,,"  164",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1954-04-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   78",",,X"," 1300",",,X","  203","W,,X",,,"  134",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1954-04-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","  122",",,X"," 1618",",,X","  203","W,,X",,,"  144",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1954-04-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  128",",,X"," 1330",",,X","  158","W,,X",,,"  103",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00013755","1954-04-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","  106",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1954-04-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
