"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00355689","1899-07-03","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","  100",",,6",,
"USC00355689","1899-07-04","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   83",",,6",,
"USC00355689","1899-07-05","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  228",",,6","   67",",,6",,
"USC00355689","1899-07-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  211",",,6","   67",",,6",,
"USC00355689","1899-07-07","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   56",",,6",,
"USC00355689","1899-07-08","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  250",",,6","   39",",,6",,
"USC00355689","1899-07-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","   44",",,6",,
"USC00355689","1899-07-10","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  294",",,6","   50",",,6",,
"USC00355689","1899-07-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  294",",,6","   72",",,6",,
"USC00355689","1899-07-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  294",",,6","  100",",,6",,
"USC00355689","1899-07-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  289",",,6","   89",",,6",,
"USC00355689","1899-07-14","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  311",",,6","   83",",,6",,
"USC00355689","1899-07-15","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  289",",,6","   94",",,6",,
"USC00355689","1899-07-16","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  294",",,6","   89",",,6",,
"USC00355689","1899-07-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  317",",,6","   83",",,6",,
"USC00355689","1899-07-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  317",",,6","  100",",,6",,
"USC00355689","1899-07-19","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  267",",,6","  100",",,6",,
"USC00355689","1899-07-20","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","  100",",,6",,
"USC00355689","1899-07-21","44.85","-123.23333","61.0","MONMOUTH, OR US","   79",",,6",,,,,"  183",",,6","   89",",,6",,
"USC00355689","1899-07-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  244",",,6","   94",",,6",,
"USC00355689","1899-07-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  283",",,6","   67",",,6",,
"USC00355689","1899-07-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  294",",,6","   83",",,6",,
"USC00355689","1899-07-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  344",",,6","   72",",,6",,
"USC00355689","1899-07-26","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  356",",,6","  111",",,6",,
"USC00355689","1899-07-27","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  350",",,6","  128",",,6",,
"USC00355689","1899-07-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  300",",,6","  128",",,6",,
"USC00355689","1899-07-29","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  239",",,6","  133",",,6",,
"USC00355689","1899-07-30","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  239",",,6","  133",",,6",,
"USC00355689","1899-07-31","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  239",",,6","  128",",,6",,
"USC00355689","1899-08-01","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","   89",",,6",,
"USC00355689","1899-08-02","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  267",",,6","   94",",,6",,
"USC00355689","1899-08-03","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  317",",,6","   89",",,6",,
"USC00355689","1899-08-04","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  306",",,6","  100",",,6",,
"USC00355689","1899-08-05","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  294",",,6","  100",",,6",,
"USC00355689","1899-08-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  283",",,6","  100",",,6",,
"USC00355689","1899-08-07","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","   83",",,6",,
"USC00355689","1899-08-08","44.85","-123.23333","61.0","MONMOUTH, OR US","   28",",,6",,,,,"  233",",,6","  117",",,6",,
"USC00355689","1899-08-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  233",",,6","  111",",,6",,
"USC00355689","1899-08-10","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  244",",,6","  117",",,6",,
"USC00355689","1899-08-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","   44",",,6",,
"USC00355689","1899-08-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","   67",",,6",,
"USC00355689","1899-08-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  200",",,6","   61",",,6",,
"USC00355689","1899-08-14","44.85","-123.23333","61.0","MONMOUTH, OR US","   89",",,6",,,,,"  206",",,6","   89",",,6",,
"USC00355689","1899-08-15","44.85","-123.23333","61.0","MONMOUTH, OR US","    5",",,6",,,,,"  211",",,6","  122",",,6",,
"USC00355689","1899-08-16","44.85","-123.23333","61.0","MONMOUTH, OR US","   66",",,6",,,,,"  222",",,6","  122",",,6",,
"USC00355689","1899-08-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  228",",,6","  122",",,6",,
"USC00355689","1899-08-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  228",",,6","  128",",,6",,
"USC00355689","1899-08-19","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","  128",",,6",,
"USC00355689","1899-08-20","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  228",",,6","  128",",,6",,
"USC00355689","1899-08-21","44.85","-123.23333","61.0","MONMOUTH, OR US","  157",",,6",,,,,"  233",",,6","  128",",,6",,
"USC00355689","1899-08-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  233",",,6","  117",",,6",,
"USC00355689","1899-08-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  239",",,6","   61",",,6",,
"USC00355689","1899-08-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  189",",,6","   72",",,6",,
"USC00355689","1899-08-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  194",",,6","   78",",,6",,
"USC00355689","1899-08-26","44.85","-123.23333","61.0","MONMOUTH, OR US","   41",",,6",,,,,"  167",",,6","  100",",,6",,
"USC00355689","1899-08-27","44.85","-123.23333","61.0","MONMOUTH, OR US","  173",",,6",,,,,"  200",",,6","   78",",,6",,
"USC00355689","1899-08-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  228",",,6","   44",",,6",,
"USC00355689","1899-08-29","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","   50",",,6",,
"USC00355689","1899-08-30","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  278",",,6","   44",",,6",,
"USC00355689","1899-08-31","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  267",",,6","  100",",,6",,
"USC00355689","1899-10-01","44.85","-123.23333","61.0","MONMOUTH, OR US","   10",",,6",,,,,"  183",",,6","   44",",,6",,
"USC00355689","1899-10-02","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  211",",,6","   17",",,6",,
"USC00355689","1899-10-03","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  233",",,6","   44",",,6",,
"USC00355689","1899-10-04","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  278",",,6","   56",",,6",,
"USC00355689","1899-10-05","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  278",",,6","   56",",,6",,
"USC00355689","1899-10-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  217",",,6","   83",",,6",,
"USC00355689","1899-10-07","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   44",",,6",,
"USC00355689","1899-10-08","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   44",",,6",,
"USC00355689","1899-10-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  189",",,6","   67",",,6",,
"USC00355689","1899-10-10","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6",,,,,"  144",",,6","   22",",,6",,
"USC00355689","1899-10-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","   22",",,6",,
"USC00355689","1899-10-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","   17",",,6",,
"USC00355689","1899-10-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  133",",,6","   17",",,6",,
"USC00355689","1899-10-14","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  150",",,6","  -28",",,6",,
"USC00355689","1899-10-15","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  150",",,6","   61",",,6",,
"USC00355689","1899-10-16","44.85","-123.23333","61.0","MONMOUTH, OR US","   46",",,6",,,,,"  206",",,6","   61",",,6",,
"USC00355689","1899-10-17","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  144",",,6","   72",",,6",,
"USC00355689","1899-10-18","44.85","-123.23333","61.0","MONMOUTH, OR US","  119",",,6",,,,,"  144",",,6","   72",",,6",,
"USC00355689","1899-10-19","44.85","-123.23333","61.0","MONMOUTH, OR US","  373",",,6",,,,,"  144",",,6","  106",",,6",,
"USC00355689","1899-10-20","44.85","-123.23333","61.0","MONMOUTH, OR US","  188",",,6",,,,,"  139",",,6","   72",",,6",,
"USC00355689","1899-10-21","44.85","-123.23333","61.0","MONMOUTH, OR US","  119",",,6",,,,,"  139",",,6","   72",",,6",,
"USC00355689","1899-10-22","44.85","-123.23333","61.0","MONMOUTH, OR US","  102",",,6",,,,,"  100",",,6","   72",",,6",,
"USC00355689","1899-10-23","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6",,,,,"  128",",,6","    6",",,6",,
"USC00355689","1899-10-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  150",",,6","   72",",,6",,
"USC00355689","1899-10-25","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6",,,,,"  156",",,6","   72",",,6",,
"USC00355689","1899-10-26","44.85","-123.23333","61.0","MONMOUTH, OR US","   15",",,6",,,,,"  194",",,6","   72",",,6",,
"USC00355689","1899-10-27","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   94",",,6","   56",",,6",,
"USC00355689","1899-10-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   94",",,6","   44",",,6",,
"USC00355689","1899-10-29","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  100",",,6","   56",",,6",,
"USC00355689","1899-10-30","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  122",",,6","   72",",,6",,
"USC00355689","1899-10-31","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","   78",",,6",,
"USC00355689","1899-11-01","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","   22",",,6",,
"USC00355689","1899-11-02","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  128",",,6","   17",",,6",,
"USC00355689","1899-11-03","44.85","-123.23333","61.0","MONMOUTH, OR US","   89",",,6",,,,,"  122",",,6","   72",",,6",,
"USC00355689","1899-11-04","44.85","-123.23333","61.0","MONMOUTH, OR US","  135",",,6",,,,,"  144",",,6","   78",",,6",,
"USC00355689","1899-11-05","44.85","-123.23333","61.0","MONMOUTH, OR US","   41",",,6",,,,,"  133",",,6","   44",",,6",,
"USC00355689","1899-11-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6",,,,,"  150",",,6","   61",",,6",,
"USC00355689","1899-11-07","44.85","-123.23333","61.0","MONMOUTH, OR US","  127",",,6",,,,,"  156",",,6","   67",",,6",,
"USC00355689","1899-11-08","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  150",",,6","  122",",,6",,
"USC00355689","1899-11-09","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6",,,,,"  144",",,6","   78",",,6",,
"USC00355689","1899-11-10","44.85","-123.23333","61.0","MONMOUTH, OR US","  114",",,6",,,,,"  156",",,6","   83",",,6",,
"USC00355689","1899-11-11","44.85","-123.23333","61.0","MONMOUTH, OR US","  130",",,6",,,,,"  122",",,6","   61",",,6",,
"USC00355689","1899-11-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","   61",",,6",,
"USC00355689","1899-11-13","44.85","-123.23333","61.0","MONMOUTH, OR US","   30",",,6",,,,,"  200",",,6","   83",",,6",,
"USC00355689","1899-11-14","44.85","-123.23333","61.0","MONMOUTH, OR US","   28",",,6",,,,,"  200",",,6","  100",",,6",,
"USC00355689","1899-11-15","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","   89",",,6",,
"USC00355689","1899-11-16","44.85","-123.23333","61.0","MONMOUTH, OR US","  163",",,6",,,,,"   94",",,6","   67",",,6",,
"USC00355689","1899-11-17","44.85","-123.23333","61.0","MONMOUTH, OR US","   28",",,6",,,,,"   94",",,6","   39",",,6",,
"USC00355689","1899-11-18","44.85","-123.23333","61.0","MONMOUTH, OR US","   28",",,6",,,,,"  144",",,6","   72",",,6",,
"USC00355689","1899-11-19","44.85","-123.23333","61.0","MONMOUTH, OR US","  208",",,6",,,,,"  133",",,6","   78",",,6",,
"USC00355689","1899-11-20","44.85","-123.23333","61.0","MONMOUTH, OR US","   28",",,6",,,,,"  100",",,6","   67",",,6",,
"USC00355689","1899-11-21","44.85","-123.23333","61.0","MONMOUTH, OR US","  168",",,6",,,,,"  128",",,6","   61",",,6",,
"USC00355689","1899-11-22","44.85","-123.23333","61.0","MONMOUTH, OR US","  147",",,6",,,,,"  122",",,6","   61",",,6",,
"USC00355689","1899-11-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  133",",,6","   67",",,6",,
"USC00355689","1899-11-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  156",",,6","   61",",,6",,
"USC00355689","1899-11-25","44.85","-123.23333","61.0","MONMOUTH, OR US","   36",",,6",,,,,"  139",",,6","   44",",,6",,
"USC00355689","1899-11-26","44.85","-123.23333","61.0","MONMOUTH, OR US","  269",",,6",,,,,"  144",",,6","   44",",,6",,
"USC00355689","1899-11-27","44.85","-123.23333","61.0","MONMOUTH, OR US","  318",",,6",,,,,"  150",",,6","   78",",,6",,
"USC00355689","1899-11-28","44.85","-123.23333","61.0","MONMOUTH, OR US","  198",",,6",,,,,"  117",",,6","   78",",,6",,
"USC00355689","1899-11-29","44.85","-123.23333","61.0","MONMOUTH, OR US","  376",",,6",,,,,"  133",",,6","   67",",,6",,
"USC00355689","1899-11-30","44.85","-123.23333","61.0","MONMOUTH, OR US","   46",",,6",,,,,"  117",",,6","   72",",,6",,
"USC00355689","1899-12-01","44.85","-123.23333","61.0","MONMOUTH, OR US","  419",",,6",,,,,"  122",",,6","   67",",,6",,
"USC00355689","1899-12-02","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   72",",,6","   17",",,6",,
"USC00355689","1899-12-03","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   61",",,6","  -22",",,6",,
"USC00355689","1899-12-04","44.85","-123.23333","61.0","MONMOUTH, OR US","   15",",,6",,,,,"   61",",,6","   11",",,6",,
"USC00355689","1899-12-05","44.85","-123.23333","61.0","MONMOUTH, OR US","  127",",,6",,,,,"   67",",,6","   11",",,6",,
"USC00355689","1899-12-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"   61",",,6","   11",",,6",,
"USC00355689","1899-12-07","44.85","-123.23333","61.0","MONMOUTH, OR US","   23",",,6",,,,,"   89",",,6","   33",",,6",,
"USC00355689","1899-12-08","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  106",",,6","   33",",,6",,
"USC00355689","1899-12-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    5",",,6",,,,,"   78",",,6","   33",",,6",,
"USC00355689","1899-12-10","44.85","-123.23333","61.0","MONMOUTH, OR US","  117",",,6",,,,,"   94",",,6","   50",",,6",,
"USC00355689","1899-12-11","44.85","-123.23333","61.0","MONMOUTH, OR US","  259",",,6",,,,,"   94",",,6","   44",",,6",,
"USC00355689","1899-12-12","44.85","-123.23333","61.0","MONMOUTH, OR US","  122",",,6",,,,,"  100",",,6","   39",",,6",,
"USC00355689","1899-12-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    3",",,6",,,,,"   94",",,6","   33",",,6",,
"USC00355689","1899-12-14","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   39",",,6","   -6",",,6",,
"USC00355689","1899-12-15","44.85","-123.23333","61.0","MONMOUTH, OR US","  254",",,6",,,,,"   94",",,6","    6",",,6",,
"USC00355689","1899-12-16","44.85","-123.23333","61.0","MONMOUTH, OR US","   94",",,6",,,,,"   72",",,6","    6",",,6",,
"USC00355689","1899-12-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    5",",,6",,,,,"   56",",,6","   22",",,6",,
"USC00355689","1899-12-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   44",",,6","    6",",,6",,
"USC00355689","1899-12-19","44.85","-123.23333","61.0","MONMOUTH, OR US","   56",",,6",,,,,"   56",",,6","    0",",,6",,
"USC00355689","1899-12-20","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  106",",,6","   44",",,6",,
"USC00355689","1899-12-21","44.85","-123.23333","61.0","MONMOUTH, OR US","   97",",,6",,,,,"  144",",,6","   72",",,6",,
"USC00355689","1899-12-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","   67",",,6",,
"USC00355689","1899-12-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  117",",,6","   67",",,6",,
"USC00355689","1899-12-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   67",",,6","   61",",,6",,
"USC00355689","1899-12-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   78",",,6","   50",",,6",,
"USC00355689","1899-12-26","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   72",",,6","   17",",,6",,
"USC00355689","1899-12-27","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   61",",,6","   11",",,6",,
"USC00355689","1899-12-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   56",",,6","    6",",,6",,
"USC00355689","1899-12-29","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   78",",,6","    0",",,6",,
"USC00355689","1899-12-30","44.85","-123.23333","61.0","MONMOUTH, OR US","  163",",,6",,,,,"   94",",,6","   28",",,6",,
"USC00355689","1899-12-31","44.85","-123.23333","61.0","MONMOUTH, OR US","   89",",,6",,,,,"   61",",,6","   28",",,6",,
"USC00355689","1900-01-01","44.85","-123.23333","61.0","MONMOUTH, OR US","   56",",,6",,,,,"  117",",,6","   28",",,6",,
"USC00355689","1900-01-02","44.85","-123.23333","61.0","MONMOUTH, OR US","   89",",,6",,,,,"  106",",,6","   44",",,6",,
"USC00355689","1900-01-03","44.85","-123.23333","61.0","MONMOUTH, OR US","   36",",,6",,,,,"  106",",,6","   11",",,6",,
"USC00355689","1900-01-04","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  106",",,6","   11",",,6",,
"USC00355689","1900-01-05","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  106",",,6","   17",",,6",,
"USC00355689","1900-01-06","44.85","-123.23333","61.0","MONMOUTH, OR US","   89",",,6",,,,,"  117",",,6","   17",",,6",,
"USC00355689","1900-01-07","44.85","-123.23333","61.0","MONMOUTH, OR US","   15",",,6",,,,,"  144",",,6","   72",",,6",,
"USC00355689","1900-01-08","44.85","-123.23333","61.0","MONMOUTH, OR US","   84",",,6",,,,,"   83",",,6","   33",",,6",,
"USC00355689","1900-01-09","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   72",",,6","    6",",,6",,
"USC00355689","1900-01-10","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   83",",,6","   11",",,6",,
"USC00355689","1900-01-11","44.85","-123.23333","61.0","MONMOUTH, OR US","  137",",,6",,,,,"  122",",,6","   28",",,6",,
"USC00355689","1900-01-12","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6",,,,,"  106",",,6","   94",",,6",,
"USC00355689","1900-01-13","44.85","-123.23333","61.0","MONMOUTH, OR US","  264",",,6",,,,,"  100",",,6","   72",",I,6",,
"USC00355689","1900-01-14","44.85","-123.23333","61.0","MONMOUTH, OR US","  137",",,6",,,,,"   56",",I,6","   33",",,6",,
"USC00355689","1900-01-15","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  117",",,6","   17",",,6",,
"USC00355689","1900-01-16","44.85","-123.23333","61.0","MONMOUTH, OR US","   58",",,6",,,,,"  111",",,6","   89",",,6",,
"USC00355689","1900-01-17","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  144",",,6","   44",",,6",,
"USC00355689","1900-01-18","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  128",",,6","   50",",,6",,
"USC00355689","1900-01-19","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  111",",,6","   67",",I,6",,
"USC00355689","1900-01-20","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   44",",I,6","  -11",",,6",,
"USC00355689","1900-01-21","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   44",",,6","  -11",",,6",,
"USC00355689","1900-01-22","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  111",",,6","  -11",",,6",,
"USC00355689","1900-01-23","44.85","-123.23333","61.0","MONMOUTH, OR US","  102",",,6",,,,,"   56",",,6","   33",",,6",,
"USC00355689","1900-01-24","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   50",",,6","  -22",",,6",,
"USC00355689","1900-01-25","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   83",",,6","    0",",,6",,
"USC00355689","1900-01-26","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   78",",,6","  -17",",,6",,
"USC00355689","1900-01-27","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   83",",,6","  -44",",,6",,
"USC00355689","1900-01-28","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   94",",,6","  -11",",,6",,
"USC00355689","1900-01-29","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  106",",,6","   28",",,6",,
"USC00355689","1900-01-30","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   89",",,6","   33",",,6",,
"USC00355689","1900-01-31","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"   72",",,6","   17",",,6",,
"USC00355689","1900-02-01","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"   78",",,6","   17",",,6",,
"USC00355689","1900-02-02","44.85","-123.23333","61.0","MONMOUTH, OR US","   74",",,6","    0",",,6",,,"  111",",,6","   33",",,6",,
"USC00355689","1900-02-03","44.85","-123.23333","61.0","MONMOUTH, OR US","   86",",,6","    0",",,6",,,"   94",",,6","   56",",,6",,
"USC00355689","1900-02-04","44.85","-123.23333","61.0","MONMOUTH, OR US","   56",",,6","    0",",,6",,,"  111",",,6","   44",",,6",,
"USC00355689","1900-02-05","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"   94",",,6","   22",",,6",,
"USC00355689","1900-02-06","44.85","-123.23333","61.0","MONMOUTH, OR US","   51",",,6","    0",",,6",,,"   89",",,6","   17",",,6",,
"USC00355689","1900-02-07","44.85","-123.23333","61.0","MONMOUTH, OR US","   46",",,6","    0",",,6",,,"   83",",,6","   11",",,6",,
"USC00355689","1900-02-08","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6","    0",",,6",,,"  111",",,6","   17",",,6",,
"USC00355689","1900-02-09","44.85","-123.23333","61.0","MONMOUTH, OR US","   18",",,6","    0",",,6",,,"  100",",,6","   22",",,6",,
"USC00355689","1900-02-10","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  150",",,6","   72",",,6",,
"USC00355689","1900-02-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  117",",,6","   22",",,6",,
"USC00355689","1900-02-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  100",",,6","  -11",",,6",,
"USC00355689","1900-02-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"   72",",,6","  -11",",,6",,
"USC00355689","1900-02-14","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"   61",",,6","  -17",",,6",,
"USC00355689","1900-02-15","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  -11",",,6","  -56",",,6",,
"USC00355689","1900-02-16","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6","    0","T,,6",,,"   22",",,6","  -56",",,6",,
"USC00355689","1900-02-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6","    0",",,6",,,"   -6",",,6","  -28",",,6",,
"USC00355689","1900-02-18","44.85","-123.23333","61.0","MONMOUTH, OR US","   64",",,6","    0",",,6",,,"   67",",,6","  -11",",,6",,
