"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00273855","2012-02-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7"," -122",",,7"
"USC00273855","2012-02-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","  -83",",,7"
"USC00273855","2012-02-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","    6",",,7"
"USC00273855","2012-02-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7"," -122",",,7"
"USC00273855","2012-02-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","  -44",",,7"
"USC00273855","2012-02-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","  -94",",,7"
"USC00273855","2012-02-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -11",",,7"
"USC00273855","2012-02-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7"," -144",",,7"
"USC00273855","2012-02-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7"," -122",",,7"
"USC00273855","2012-02-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -56",",,7"
"USC00273855","2012-02-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -17",",,7"
"USC00273855","2012-02-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","   51",",,7,0700","    0",",,7","    0",",,7","   22",",,7"
"USC00273855","2012-02-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -17",",,7"
"USC00273855","2012-02-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -50",",,7"
"USC00273855","2012-02-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -78",",,7"
"USC00273855","2012-02-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -89",",,7"
"USC00273855","2012-02-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","    3",",,7,0700","    3",",,7","    0","T,,7","   -6",",,7"
"USC00273855","2012-02-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","    0",",,7"
"USC00273855","2012-02-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -11",",,7"
"USC00273855","2012-02-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","   46",",,7,0700","   51",",,7","   51",",,7","   11",",,7"
"USC00273855","2012-02-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   51",",,7","  -78",",,7"
"USC00273855","2012-02-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   51",",,7"," -122",",,7"
"USC00273855","2012-02-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   51",",,7","    0",",,7"
"USC00273855","2012-02-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   51",",,7","  -56",",,7"
"USC00273855","2012-03-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","   36",",,7,0700","   51",",,7","  102",",,7","  -28",",,7"
"USC00273855","2012-03-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","   53",",,7,0700","   76",",,7","  178",",,7","  -50",",,7"
"USC00273855","2012-03-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","   25",",,7,0700","   51",",,7","  229",",,7","    0",",,7"
"USC00273855","2012-03-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",I,7","  -39",",,7"
"USC00273855","2012-03-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",I,7","  127",",I,7","  -56",",,7"
"USC00273855","2012-03-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","  102",",,7"," -167",",,7"
"USC00273855","2012-03-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   76",",,7","  -56",",,7"
"USC00273855","2012-03-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","   39",",,7"
"USC00273855","2012-03-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","   36",",,7,0700","    0",",,7","    0",",,7","   11",",,7"
"USC00273855","2012-03-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700","   51",",,7","   51",",,7","  -28",",,7"
"USC00273855","2012-03-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -28",",,7"
"USC00273855","2012-03-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -33",",,7"
"USC00273855","2012-03-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   44",",,7"
"USC00273855","2012-03-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -22",",,7"
"USC00273855","2012-03-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","    0",",,7"
"USC00273855","2012-03-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700","    0",",,7","    0",",,7","   33",",,7"
"USC00273855","2012-03-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","   10",",,7,0700","    0",",,7","    0",",,7","   44",",,7"
"USC00273855","2012-03-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   11",",,7"
"USC00273855","2012-03-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   33",",,7"
"USC00273855","2012-03-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   72",",,7"
"USC00273855","2012-03-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   33",",,7"
"USC00273855","2012-03-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   56",",,7"
"USC00273855","2012-03-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  111",",,7"
"USC00273855","2012-03-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   72",",,7"
"USC00273855","2012-03-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","   56",",,7,0700","    0",",,7","    0",",,7","   44",",,7"
"USC00273855","2012-03-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","   41",",,7,0700","    0",",,7","    0",",,7","   22",",,7"
"USC00273855","2012-03-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -72",",,7"
"USC00273855","2012-03-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -11",",,7"
"USC00273855","2012-03-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700","    0",",,7","    0",",,7","   33",",,7"
"USC00273855","2012-03-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -11",",,7"
"USC00273855","2012-04-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -61",",,7"
"USC00273855","2012-04-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","   30",",,7,0700",,,,,"   22",",,7"
"USC00273855","2012-04-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -56",",,7"
"USC00273855","2012-04-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -11",",,7"
"USC00273855","2012-04-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","   30",",,7,0700",,,,,"   17",",,7"
"USC00273855","2012-04-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -11",",,7"
"USC00273855","2012-04-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"    0",",,7"
"USC00273855","2012-04-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   33",",,7"
"USC00273855","2012-04-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   67",",,7"
"USC00273855","2012-04-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","   20",",,7,0700",,,,,"   22",",,7"
"USC00273855","2012-04-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -22",",,7"
"USC00273855","2012-04-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   11",",,7"
"USC00273855","2012-04-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","   46",",,7,0700",,,,,"  -22",",,7"
"USC00273855","2012-04-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -28",",,7"
"USC00273855","2012-04-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -28",",,7"
"USC00273855","2012-04-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  128",",,7"
"USC00273855","2012-04-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  178",",,7"
"USC00273855","2012-04-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   33",",,7"
"USC00273855","2012-04-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -11",",,7"
"USC00273855","2012-04-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   33",",,7"
"USC00273855","2012-04-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  111",",,7"
"USC00273855","2012-04-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","  117",",,7,0700",,,,,"   56",",,7"
"USC00273855","2012-04-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","  193",",,7,0700",,,,,"   61",",,7"
"USC00273855","2012-04-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","   25",",,7,0700",,,,,"   61",",,7"
"USC00273855","2012-04-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"   17",",,7"
"USC00273855","2012-04-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"    0",",,7"
"USC00273855","2012-04-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","   41",",,7,0700",,,,,"   67",",,7"
"USC00273855","2012-04-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"    0",",,7"
"USC00273855","2012-04-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -33",",,7"
"USC00273855","2012-04-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  -33",",,7"
"USC00273855","2012-05-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700",,,,,"   67",",,7"
"USC00273855","2012-05-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   61",",,7"
"USC00273855","2012-05-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","   41",",,7,0700",,,,,"   67",",,7"
"USC00273855","2012-05-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","   76",",,7,0700",,,,,"  106",",,7"
"USC00273855","2012-05-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"  106",",,7"
"USC00273855","2012-05-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   72",",,7"
"USC00273855","2012-05-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"    6",",,7"
"USC00273855","2012-05-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","   30",",,7,0700",,,,,"  117",",,7"
"USC00273855","2012-05-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","  269",",,7,0700",,,,,"  106",",,7"
"USC00273855","2012-05-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","  102",",,7,0700",,,,,"  111",",,7"
"USC00273855","2012-05-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700",,,,,"   78",",,7"
"USC00273855","2012-05-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   11",",,7"
"USC00273855","2012-05-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  100",",,7"
"USC00273855","2012-05-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","    5",",,7,0700",,,,,"  111",",,7"
"USC00273855","2012-05-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","  188",",,7,0700",,,,,"  150",",,7"
"USC00273855","2012-05-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","   56",",,7,0700",,,,,"  133",",,7"
"USC00273855","2012-05-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","   25",",,7,0700",,,,,"   83",",,7"
"USC00273855","2012-05-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   50",",,7"
"USC00273855","2012-05-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   78",",,7"
"USC00273855","2012-05-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  133",",,7"
"USC00273855","2012-05-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2012-05-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  178",",,7"
"USC00273855","2012-05-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"  167",",,7"
"USC00273855","2012-05-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  167",",,7"
"USC00273855","2012-05-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  178",",,7"
"USC00273855","2012-05-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","   10",",,7,0700",,,,,"  167",",,7"
"USC00273855","2012-05-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2012-05-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2012-05-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","  152",",,7,0700",,,,,"  167",",,7"
"USC00273855","2012-05-31","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2012-06-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   83",",,7"
"USC00273855","2012-06-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700",,,,,"  111",",,7"
"USC00273855","2012-06-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","  330",",,7,0700",,,,,"  128",",,7"
"USC00273855","2012-06-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"  111",",,7"
"USC00273855","2012-06-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","   41",",,7,0700",,,,,"  100",",,7"
"USC00273855","2012-06-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","    5",",,7,0700",,,,,"  100",",,7"
"USC00273855","2012-06-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  133",",,7"
"USC00273855","2012-06-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2012-06-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  106",",,7"
"USC00273855","2012-06-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  161",",,7"
"USC00273855","2012-06-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  144",",,7"
"USC00273855","2012-06-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","  132",",,7,0700",,,,,"  178",",,7"
"USC00273855","2012-06-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","   30",",,7,0700",,,,,"  122",",,7"
"USC00273855","2012-06-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  117",",,7"
"USC00273855","2012-06-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2012-06-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  128",",,7"
"USC00273855","2012-06-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  144",",,7"
"USC00273855","2012-06-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  111",",,7"
"USC00273855","2012-06-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  211",",,7"
"USC00273855","2012-06-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  211",",,7"
"USC00273855","2012-06-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  178",",,7"
"USC00273855","2012-06-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2012-06-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","   41",",,7,0700",,,,,"  122",",,7"
"USC00273855","2012-06-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","   20",",,7,0700",,,,,"  167",",,7"
"USC00273855","2012-06-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","   46",",,7,0700",,,,,"  100",",,7"
"USC00273855","2012-06-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","   25",",,7,0700",,,,,"  133",",,7"
"USC00273855","2012-06-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"  167",",,7"
"USC00273855","2012-06-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2012-06-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","   20",",,7,0700",,,,,"  156",",,7"
